"","eu_rnpa","economic_unit","vessel_rnpa","vessel_name","owner_rnpa","owner_name","hull_identifier","home_port","construction_year","hull_material","preservation_system","gear_type","detection_gear","vessel_type","vessel_length_m","vessel_beam_m","vessel_height_m","vessel_draft_m","vessel_gross_tonnage","captain_num","engineer_num","s_fisher_num","engine_power_hp","engine_power_bin_hp","design_speed_kt"
"1265","2808005553","PRODUCTOS PESQUEROS DE TAMPICO SA DE CV","00028803","DONALOLA","2808005553","PRODUCTOS PESQUEROS DE TAMPICO SA DE CV","28040304232","TAMPICO","1981","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","VIDEOSONDA","COMERCIAL","21.92","3.44","3.44","2.4","17","1","1","2",365,365,10.8055722873817
"1266","3010002669","K & B TUNA SA DE CV","00074500","YELLOWFIN","3010002669","K & B TUNA SA DE CV","30015454239","TUXPAN","1984","ACERO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","17.8","5.7","2.87","2.5","40","1","1","0",240,225,10.6953319597217
"1267","2808007500","JUAN JAVIER GUTIERREZ SOSA","00031120","ALEXIARUBI","2808007500","JUAN JAVIER GUTIERREZ SOSA","28043348231","TAMPICO","1980","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","ECOSONDA | VIDEOSONDA","COMERCIAL","21","6.3","3.35","2.16","20","1","1","1",365,365,10.8055722873817
"1268","0402006571","GRUPO PESQUERO OLIMPUS, S.A. DE C.V.","00008409","OLIMPUS5","0402006571","GRUPO PESQUERO OLIMPUS, S.A. DE C.V.","0401345323-1","CAMPECHE","1980","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.33","5.79","3.35","3.4","40","1","1","1",520,500,10.9413435696085
"1269","2607004294","GABRIELA MARIA MATA CUEN","00026286","ALEXE","2607004294","GABRIELA MARIA MATA CUEN","26010249239","PUERTO PEÑASCO","1978","ACERO","HIELO | REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","19.62","6.1","3.15","3.15","12.9","1","1","0",365,365,10.8055722873817
"1270","2607010853","HAYDE JIMENEZ RAMIREZ","00025536","JOCELYN","2607010853","HAYDE JIMENEZ RAMIREZ","26010411236","PUERTO PEÑASCO","1974","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.92","6","3.26","3","45","1","1","0",450,450,10.8801545575481
"1271","2607004302","PESQUERA PUNTA DEL GAVILAN SA DE CV","00025916","PADREALFONSO","2607004302","PESQUERA PUNTA DEL GAVILAN SA DE CV","26010322236","PUERTO PEÑASCO","1979","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","18.9","6.4","3.45","3","12","1","1","0",420,402,10.8538666359689
"1272","2607003528","ANA GABRIELA MORENO OZUNA","00050336","KEYKO2","2607003528","ANA GABRIELA MORENO OZUNA","26010257235","PUERTO PEÑASCO","1998","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22.86","7.31","2.74","3","11","1","1","0",520,500,10.9413435696085
"1273","2508016843","PESQUERA MONETO, SA DE CV","00059121","EXMAR2","2508016843","PESQUERA MONETO, SA DE CV","25030048234","MAZATLAN","1970","ACERO","REFRIGERACIÓN","ARRASTRE","NINGUNO","COMERCIAL","24","7","4","4","67.8","1","1","2",500,500,10.9238823478233
"1274","3010002933","PESCADOS Y MARISCOS MORA SA DE CV","00064410","LAREBECA","3010002933","PESCADOS Y MARISCOS MORA SA DE CV","30017677239","TUXPAN","1988","ACERO","HIELO","ARRASTRE | PALANGRE","VIDEOSONDA","COMERCIAL","23.2","6.78","3.2","3","30","1","1","0",402,402,10.8380754339523
"1275","2511002236","OFELIA  CERVANTES PRECIADO","00008649","FIPESCO39","2511002236","OFELIA  CERVANTES PRECIADO","25012153237","TOPOLOBAMPO","1977","ACERO","HIELO | REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22.07","6","3.3","2.38","48","1","1","1",365,365,10.8055722873817
"1276","2511002236","OFELIA  CERVANTES PRECIADO","00019588","RIOFUERTE5","2511002236","OFELIA  CERVANTES PRECIADO","25012154231","TOPOLOBAMPO","1974","ACERO","HIELO | REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22","6","2.9","2.4","46.5","1","1","1",365,365,10.8055722873817
"1277","2511002236","OFELIA  CERVANTES PRECIADO","00019299","PROPEMEXT25","2511002236","OFELIA  CERVANTES PRECIADO","25012155236","TOPOLOBAMPO","1970","ACERO","HIELO | REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.6","6","3.4","3","48","1","1","1",365,365,10.8055722873817
"1278","2511002236","OFELIA  CERVANTES PRECIADO","00056317","JACOBON1","2511002236","OFELIA  CERVANTES PRECIADO","25018404237","TOPOLOBAMPO","1985","ACERO","HIELO | REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20","6","4","2.75","121.46","1","1","1",450,450,10.8801545575481
"1279","2508016959","LA COSTA COMERCIAL, SA DE CV","00043141","DONJESUSB","2508016959","LA COSTA COMERCIAL, SA DE CV","0201021523-2","MAZATLAN","1983","ACERO","REFRIGERACIÓN","CERCO","VIDEOSONDA","COMERCIAL","28.04","6.04","3.86","0","143","1","1","2",520,500,10.9413435696085
"1280","2508005846","PESQUERA 15 DE SEPTIEMBRE, SA DE CV","00017376","JORGE5","2508005846","PESQUERA 15 DE SEPTIEMBRE, SA DE CV","25030733234","MAZATLAN","1974","ACERO","HIELO | REFRIGERACIÓN | SALMUERA","ARRASTRE","VIDEOSONDA","COMERCIAL","22","6.2","3.3","2","41","1","1","0",365,365,10.8055722873817
"1281","2508010788","PESQUERA DOÑA JULIA, SA DE CV","00017442","JORGE6","2508010788","PESQUERA DOÑA JULIA, SA DE CV","25030672233","MAZATLAN","1970","ACERO","HIELO | REFRIGERACIÓN | SALMUERA","ARRASTRE","VIDEOSONDA","COMERCIAL","21.95","6.1","3.2","3","33","1","1","0",365,365,10.8055722873817
"1282","3102000720","HUL KIN, SA DE CV","00076802","HULKIN13","3102000720","HUL KIN, SA DE CV","31011406236","DZILAM DE BRAVO","1991","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","10.3","3.5","0","1","0","1","1","0",120,110,10.5888734643454
"1283","2804000608","S.C.P.P. PLAN DE AYUTLA, S.C. DE R.L.","00075556","AYUTLA1","2804000608","S.C.P.P. PLAN DE AYUTLA, S.C. DE R.L.","2804446123-2","EL MEZQUITAL","1994","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","16.6","5.1","1.95","4.5","29.83","1","1","1",300,300,10.7483305940464
"1284","2508016355","PESQUERA CALIXTRA, SA DE CV","00056481","DONCHON","2508016355","PESQUERA CALIXTRA, SA DE CV","25032920237","MAZATLAN","1984","FIBRA DE VIDRIO","REFRIGERACIÓN","PALANGRE","VIDEOSONDA","COMERCIAL","13.71","4.37","2.25","0","11.22","1","1","0",270,250,10.7218504946643
"1285","3001009673","PEDRO JOSE OCHOA HERNANDEZ","00007450","ALESS","3001009673","PEDRO JOSE OCHOA HERNANDEZ","30023955233","ALVARADO","1970","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","19.72","6.1","3.35","3","24","1","1","0",365,365,10.8055722873817
"1286","3105005668","JOSE ISABEL CORTES GONGORA","00077966","ALACRANES","3105005668","JOSE ISABEL CORTES GONGORA","3101481523-4","PROGRESO","2012","FIBRA DE VIDRIO","HIELO","OTRO | OTRO | PALANGRE","VIDEOSONDA","COMERCIAL","12.2","4.06","1.9","4.5","49.6","1","1","0",150,150,10.6155457415303
"1287","3105008720","ORLANDO ALFREDO CORTES ARGUELLES","00077164","EMPACADOR6","3105008720","ORLANDO ALFREDO CORTES ARGUELLES","31010445236","YUCALPETEN","1993","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","16.6","5.1","1.95","1.5","49.71","1","1","0",300,300,10.7483305940464
"1288","2511002079","YOLANDA CERDA ORTIZ","00054676","CAMARONERODELAPAZ4","2511002079","YOLANDA CERDA ORTIZ","25012399238","TOPOLOBAMPO","1981","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20","6","3","1","30","1","1","1",365,365,10.8055722873817
"1289","3105008803","JOSE GABRIEL PERAZA OSORNO","00032771","HUGO2","3105008803","JOSE GABRIEL PERAZA OSORNO","31010150235","YUCALPETEN","1974","MADERA","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","17.16","5.14","2.5","2","49.83","1","1","0",142,125,10.6084368924247
"1290","2508008501","PESQUERA ZULEMA, SA DE CV","00011775","ELCOCACHI","2508008501","PESQUERA ZULEMA, SA DE CV","25032973239","MAZATLAN","1977","ACERO","CONGELACIÓN | SALMUERA","ARRASTRE","VIDEOSONDA","COMERCIAL","21.94","6.1","3.36","0","40.12","1","2","0",402,402,10.8380754339523
"1291","2508016041","PESQUERA GAMOSO, SA DE CV","00049775","ORION","2508016041","PESQUERA GAMOSO, SA DE CV","25032796238","MAZATLAN","1990","ACERO","REFRIGERACIÓN | CONGELACIÓN | SALMUERA","ARRASTRE","VIDEOSONDA","COMERCIAL","19.93","7.3","3.86","2.8","34","1","2","1",503,500,10.9265026200986
"1292","2508005648","PESQUERIA 15 DE SEPTIEMBRE, SA DE CV","00041905","DONRODO7","2508005648","PESQUERIA 15 DE SEPTIEMBRE, SA DE CV","25032059239","MAZATLAN","1984","ACERO","REFRIGERACIÓN | CONGELACIÓN | SALMUERA","ARRASTRE | PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","22.7","6.27","3.3","3","75","1","1","2",520,500,10.9413435696085
"1293","2508006778","PESQUERA JUSAJELI, SA DE CV","00023069","PEZDEACERO6","2508006778","PESQUERA JUSAJELI, SA DE CV","25030029235","MAZATLAN","1971","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22","6","4","2.6","25.5","1","1","2",460,450,10.8889086568388
"1294","2604610010","SARDINEROS LA PITAHAYOSA, S.A. DE C.V.","00044396","SELECTA3","2604610010","SARDINEROS LA PITAHAYOSA, S.A. DE C.V.","26024324233","GUAYMAS","1985","ACERO","REFRIGERACIÓN","CERCO","SONAR","COMERCIAL","25.64","7","3.56","4","151.53","1","1","0",520,500,10.9413435696085
"1295","2508009053","PESQUERA AXELS, SA DE CV","00042622","DONANTONIOPEREZ12","2508009053","PESQUERA AXELS, SA DE CV","2503076123-1","MAZATLAN","1981","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22","6.5","4.3","0","45","1","1","0",365,365,10.8055722873817
"1296","2609002015","ADRIAN ALBERTO ELLIS ESPINOZA","00019869","ADRIAN4","2609002015","ADRIAN ALBERTO ELLIS ESPINOZA","26020214231","GUAYMAS","1973","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.1","6","3","3","30","1","1","0",425,425,10.8582506253683
"1297","2508007644","FACULTAD DE CIENCIAS DEL MAR (UAS)","00054643","UNAMAS","2508007644","FACULTAD DE CIENCIAS DEL MAR (UAS)","25031617237","MAZATLAN","1977","ACERO","REFRIGERACIÓN","ARRASTRE","NINGUNO","INVESTIGACION","10.36","3.81","0.96","0","0","1","1","1",175,175,10.6377432786868
"1298","2508008238","PESCA AZTECA, SA DE CV","00056580","DONATERE","2508008238","PESCA AZTECA, SA DE CV","25033018334","MAZATLAN","2014","ACERO","SALMUERA","CERCO","HELICOPTERO | SONAR | VIDEOSONDA","COMERCIAL","68.15","13.65","5.9","0","1200","1","2","2",5002,3600,14.4235415063657
"1299","2508006778","PESQUERA JUSAJELI, SA DE CV","00040899","RIOELOTA","2508006778","PESQUERA JUSAJELI, SA DE CV","2503016223-6","MAZATLAN","1978","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21","6","3","2.8","56.64","1","1","2",520,500,10.9413435696085
"1300","2508016843","PESQUERA MONETO, SA DE CV","00040998","MONETO1","2508016843","PESQUERA MONETO, SA DE CV","25030526235","MAZATLAN","1979","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.75","6.4","3","0","18","1","1","1",440,425,10.8713961876396
"1301","2808006866","GRUPO INDUSTRIAL ASOCIADO SA DE CV","00064857","TAMPICOSTAR22","2808006866","GRUPO INDUSTRIAL ASOCIADO SA DE CV","28040102235","TAMPICO","1995","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","ECOSONDA | VIDEOSONDA","COMERCIAL","27.25","7.36","3.66","3","18","1","1","1",540,525,10.9587877089223
"1302","2808006858","GRUPO PESQUERO R&A SA DE CV","00064907","TAMPICOSTAR20","2808006858","GRUPO PESQUERO R&A SA DE CV","28040148238","TAMPICO","1972","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","ECOSONDA | VIDEOSONDA","COMERCIAL","22.8","6.7","3.38","3","18","1","1","1",425,425,10.8582506253683
"1303","3010002933","PESCADOS Y MARISCOS MORA SA DE CV","00028639","BLANCAYELIA1","3010002933","PESCADOS Y MARISCOS MORA SA DE CV","30015141237","TUXPAN","1969","ACERO","CONGELACIÓN","ARRASTRE","LORAN | VIDEOSONDA","COMERCIAL","20.3","5.63","2.3","3","30","1","1","0",365,365,10.8055722873817
"1304","3010002917","CORPORATIVO ATUNERO SCORPIO SA DE CV","00073353","SCORPIO2","3010002917","CORPORATIVO ATUNERO SCORPIO SA DE CV","30015790235","TUXPAN","1986","ACERO","HIELO","PALANGRE","LORAN | VIDEOSONDA","COMERCIAL","17.8","5.48","2.8","2.75","32","1","1","0",260,250,10.7130152536346
"1305","2808004220","JORGE APPEDOLE BARRERA","00064824","DONJORGE","2808004220","JORGE APPEDOLE BARRERA","28040146234","TAMPICO","1995","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","ECOSONDA | VIDEOSONDA","COMERCIAL","22.5","7","3.6","2.4","15","1","1","1",402,402,10.8380754339523
"1306","2508016843","PESQUERA MONETO, SA DE CV","00054817","ALI1","2508016843","PESQUERA MONETO, SA DE CV","25030349232","MAZATLAN","1996","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.94","6.4","3.46","0","15","1","1","1",402,402,10.8380754339523
"1307","2508011679","OPERADORA LAURA ANTONIANA, SA DE CV","00037986","PELAGICO1","2508011679","OPERADORA LAURA ANTONIANA, SA DE CV","25030088238","MAZATLAN","1981","ACERO","HIELO | REFRIGERACIÓN | CONGELACIÓN","PALANGRE","VIDEOSONDA","COMERCIAL","26.98","6.56","3.6","3","48","1","1","2",720,700,11.1150162515352
"1308","2508011679","OPERADORA LAURA ANTONIANA, SA DE CV","00056341","MARANATHA","2508011679","OPERADORA LAURA ANTONIANA, SA DE CV","25032624235","MAZATLAN","1980","FIBRA DE VIDRIO","HIELO","PALANGRE | PESCA MULTIPLE","NINGUNO","COMERCIAL","22.5","6.3","3.2","2.56","40","1","1","2",600,600,11.0110176320356
"1309","2808007518","JUAN JOSE RAMIREZ JUAREZ","00064501","BUENAVENTURA","2808007518","JUAN JOSE RAMIREZ JUAREZ","28040405234","TAMPICO","1989","ACERO","CONGELACIÓN | SALMUERA","ARRASTRE","ECOSONDA | LORAN | VIDEOSONDA","COMERCIAL","22.98","6.7","3.34","2.4","20","1","1","1",402,402,10.8380754339523
"1310","2808007492","ARMADORA RODRIGUEZ S.A. DE C.V","00013789","ALIMAR3","2808007492","ARMADORA RODRIGUEZ S.A. DE C.V","28040243238","TAMPICO","1975","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","LORAN | VIDEOSONDA","COMERCIAL","21.96","6.04","3.3","2.27","18","1","1","1",425,425,10.8582506253683
"1311","2808007708","EDGAR ESTUARDO REYES GARCIA","00065789","GALILEO2","2808007708","EDGAR ESTUARDO REYES GARCIA","28040341238","TAMPICO","1982","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","ECOSONDA | LORAN | VIDEOSONDA","COMERCIAL","22.86","6.71","3.35","2.1","15","1","1","1",365,365,10.8055722873817
"1312","2508016843","PESQUERA MONETO, SA DE CV","00014068","ALI5","2508016843","PESQUERA MONETO, SA DE CV","25030235231","MAZATLAN","1977","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.92","6","3.4","0","20","1","1","1",365,365,10.8055722873817
"1313","0203011168","PESQUERA NOR MEX SA DE CV","00014530","SWORDFISH","0203011168","PESQUERA NOR MEX SA DE CV","25030372235","EL SAUZAL","1984","ACERO","HIELO","PALANGRE","SONAR | VIDEOSONDA","COMERCIAL","22","5.31","3.28","2","50","1","1","0",220,200,10.6776315833374
"1314","2808006858","GRUPO PESQUERO R&A SA DE CV","00064709","TAMPICOSTAR17","2808006858","GRUPO PESQUERO R&A SA DE CV","28040039230","TAMPICO","1980","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","ECOSONDA | VIDEOSONDA","COMERCIAL","22.2","6.39","3.45","3","18","1","1","1",540,525,10.9587877089223
"1315","2808007005","PESQUERA LA MESA CENTRAL SA DE CV","00039800","ARIES","2808007005","PESQUERA LA MESA CENTRAL SA DE CV","28040525233","TAMPICO","1980","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","ECOSONDA | VIDEOSONDA","COMERCIAL","21.33","6.09","3.35","2.4","18","1","1","1",365,365,10.8055722873817
"1316","3010002669","K & B TUNA SA DE CV","00041129","BIGEYE","3010002669","K & B TUNA SA DE CV","30010051232","TUXPAN","1982","ACERO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","21.1","6.4","2.83","3","40","1","1","0",365,365,10.8055722873817
"1317","2508011240","EUROPESCA, SA DE CV","00056598","ISABELLA","2508011240","EUROPESCA, SA DE CV","25033096238","MAZATLAN","2014","ACERO","REFRIGERACIÓN | CONGELACIÓN | SALMUERA","CERCO","NINGUNO","COMERCIAL","32.9","8.8","4.9","0","240","1","1","5",850,850,11.2269874472606
"1318","2808004220","JORGE APPEDOLE BARRERA","00004150","FENICIO1","2808004220","JORGE APPEDOLE BARRERA","28040317236","TAMPICO","1989","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","VIDEOSONDA","COMERCIAL","22.81","6.48","3.5","2.7","18","1","1","1",365,365,10.8055722873817
"1319","2607101918","ELIA MACIAS  AVILA","00026435","IVANALONSO","2607101918","ELIA MACIAS  AVILA","26010258233","PUERTO PEÑASCO","1978","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","19.84","6.5","3.42","3.2","14.2","1","1","0",503,500,10.9265026200986
"1320","2808007526","JAIME FERNANDO JEREZ GARCIA","00009845","JAIME1","2808007526","JAIME FERNANDO JEREZ GARCIA","28042910232","TAMPICO","1979","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","ECOSONDA | VIDEOSONDA","COMERCIAL","21.33","6.09","3.5","2.4","18","1","1","1",402,402,10.8380754339523
"1321","0401002837","LAUREANO JESUS CEBALLOS FUENTES","00040535","DONLAU4","0401002837","LAUREANO JESUS CEBALLOS FUENTES","4021315238","CAMPECHE","1983","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","23","6","4","2.5","25","1","1","1",600,600,11.0110176320356
"1322","3105005668","JOSE ISABEL CORTES GONGORA","00077867","CAYOARENAS","3105005668","JOSE ISABEL CORTES GONGORA","31015023232","PROGRESO","2012","FIBRA DE VIDRIO","HIELO","PALANGRE","NINGUNO","COMERCIAL","12.8","3.96","1.82","2","49.6","1","1","0",150,150,10.6155457415303
"1323","3105006047","LUIS ALBERTO CORTES RODRIGUEZ","00077883","LEILU","3105006047","LUIS ALBERTO CORTES RODRIGUEZ","31015037239","PROGRESO","2005","FIBRA DE VIDRIO","HIELO","PALANGRE","NINGUNO","COMERCIAL","14.6","3.9","2.5","0","20","1","1","2",305,300,10.7527402071528
"1324","3001009384","HEXIQUIO OROPEZA ZAMUDIO","00028548","CAMARONESDELGOLFO15","3001009384","HEXIQUIO OROPEZA ZAMUDIO","30023945232","ALVARADO","1980","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.75","6.1","3.35","8","10","1","2","2",370,370,10.8099680209801
"1325","2508006778","PESQUERA JUSAJELI, SA DE CV","00043547","PEZDEACERO7","2508006778","PESQUERA JUSAJELI, SA DE CV","2503238523-6","MAZATLAN","1997","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.42","6.4","3.6","2.6","49","1","1","2",455,450,10.8845321410207
"1326","2508006778","PESQUERA JUSAJELI, SA DE CV","00016410","PEZDEACERO2","2508006778","PESQUERA JUSAJELI, SA DE CV","25030551235","MAZATLAN","1978","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.6","6","3.4","2.6","14.01","1","1","2",455,450,10.8845321410207
"1327","2508006778","PESQUERA JUSAJELI, SA DE CV","00040956","PEZDEACERO11","2508006778","PESQUERA JUSAJELI, SA DE CV","25031084235","MAZATLAN","1981","ACERO","REFRIGERACIÓN","ARRASTRE | PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","20.75","6.4","3","2.6","48","1","1","2",520,500,10.9413435696085
"1328","2508006778","PESQUERA JUSAJELI, SA DE CV","00014647","JESUSEMILIANOL","2508006778","PESQUERA JUSAJELI, SA DE CV","25030257234","MAZATLAN","1972","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.21","5.72","3.06","2.5","50.5","1","1","2",365,365,10.8055722873817
"1329","2508006778","PESQUERA JUSAJELI, SA DE CV","00018135","PEZDEACERO10","2508006778","PESQUERA JUSAJELI, SA DE CV","25030434230","MAZATLAN","1977","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.94","6.4","3.75","2.6","17","1","1","2",500,500,10.9238823478233
"1330","2508006778","PESQUERA JUSAJELI, SA DE CV","00019083","PEZDEACERO9","2508006778","PESQUERA JUSAJELI, SA DE CV","25031117235","MAZATLAN","1977","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.9","6.1","3.6","2.6","17","1","1","2",479,475,10.9055296799391
"1331","2508006778","PESQUERA JUSAJELI, SA DE CV","00054510","DONALUZ","2508006778","PESQUERA JUSAJELI, SA DE CV","25030231237","MAZATLAN","1994","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.27","7","3.6","2.6","26","1","1","2",500,500,10.9238823478233
"1332","2508009053","PESQUERA AXELS, SA DE CV","00016808","DONANTONIOPEREZ8","2508009053","PESQUERA AXELS, SA DE CV","2503070423-5","MAZATLAN","1969","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","19.35","5.72","2.95","0","35.34","1","1","0",365,365,10.8055722873817
"1333","2508009053","PESQUERA AXELS, SA DE CV","00015800","DONANTONIOPEREZ14","2508009053","PESQUERA AXELS, SA DE CV","25030749231","MAZATLAN","1974","ACERO","REFRIGERACIÓN","PALANGRE","VIDEOSONDA","COMERCIAL","20","6.4","2.7","0","99.21","1","1","0",500,500,10.9238823478233
"1334","2808004739","NAVIERA Y PESQUERA EL MORRO S.A DE C.V","00005645","MARQUEZ10","2808004739","NAVIERA Y PESQUERA EL MORRO S.A DE C.V","4022278239","CAMPECHE","1978","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","19.82","5.79","3.55","2.4","0","1","1","1",402,402,10.8380754339523
"1335","3108000096","SCPP PESCADORES DE SISAL SC DE RL","00034405","PROPEMEXA34G","3108000096","SCPP PESCADORES DE SISAL SC DE RL","31011972232","PROGRESO","1976","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","15","4","1.84","3","32.8","1","1","0",165,150,10.6288674667876
"1336","2508006778","PESQUERA JUSAJELI, SA DE CV","00043901","PEZDEACERO8","2508006778","PESQUERA JUSAJELI, SA DE CV","25032057234","MAZATLAN","1987","ACERO","REFRIGERACIÓN","ARRASTRE | PALANGRE","VIDEOSONDA","COMERCIAL","23.7","6.27","3.3","2.6","64","1","1","2",460,450,10.8889086568388
"1337","3105006914","NAVEGANTES DEL GOLFO SA DE CV","00074781","NAVEGANTE6","3105006914","NAVEGANTES DEL GOLFO SA DE CV","31012130239","PROGRESO","1993","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","12.19","3.85","1.9","1.5","27.36","1","1","1",180,175,10.6421795831547
"1338","2508007909","PESQUERA ABEL NOE, SA DE CV","00015040","ABELNOE3","2508007909","PESQUERA ABEL NOE, SA DE CV","2503067523-2","MAZATLAN","1971","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.95","6.1","3.2","0","14.89","1","1","4",365,365,10.8055722873817
"1339","2508005648","PESQUERIA 15 DE SEPTIEMBRE, SA DE CV","00042341","DONADELFINAM8","2508005648","PESQUERIA 15 DE SEPTIEMBRE, SA DE CV","2503249623-9","MAZATLAN","1972","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.9","6.7","3.2","3.2","46","1","1","2",425,425,10.8582506253683
"1340","3010002933","PESCADOS Y MARISCOS MORA SA DE CV","00008656","DONLAZARO","3010002933","PESCADOS Y MARISCOS MORA SA DE CV","30016719234","TUXPAN","1980","ACERO","HIELO","PALANGRE","LORAN | VIDEOSONDA","COMERCIAL","20.96","6","3.38","2.5","30","1","1","0",402,402,10.8380754339523
"1341","2808001503","LUIS GONZALEZ ARANDA","00037663","DONQUINTIN14","2808001503","LUIS GONZALEZ ARANDA","28043781233","TAMPICO","1980","ACERO","CONGELACIÓN","ARRASTRE","LORAN | VIDEOSONDA","COMERCIAL","21.33","6.09","3.51","2.7","15","1","1","1",365,365,10.8055722873817
